id,name,description,address,kommun,lan,lat,lng,website,phone,email,products,onSiteSales,tastingRoom,"gardsförsäljningLicense",isArchipelago,openingHours,season,source
flask-fran-glada-utegrisar,"Fläsk Från Glada Utegrisar","","Brantestad 136, 598 95 Vimmerby, Sverige",Vimmerby,Kalmar,57.6699059,16.0681746,http://www.gladautegrisar.se/,"0492-430 14","","[""kött""]",0,0,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: 14:00–18:00, lördag: Stängt, söndag: Stängt","","google-places:gårdsslakteri"
germundslycke-gard,"Germundslycke Gård","","Germundslycke, 388 97 Halltorp, Sverige","",Kalmar,56.519225,16.0617572,https://www.facebook.com/Germundslycke,"073-644 09 17","","[""annat"",""kött""]",0,0,0,0,"måndag: 08:00–20:00, tisdag: 08:00–20:00, onsdag: 08:00–20:00, torsdag: 08:00–20:00, fredag: 08:00–20:00, lördag: 08:00–20:00, söndag: 08:00–20:00","","google-places:lokal producent mat"
granngarden-3,"Granngården","","Wismarsvägen 6, 393 54 Kalmar, Sverige",Kalmar,Kalmar,56.6910176,16.3201615,https://www.granngarden.se/butiker/kalmar,"","","[""kött""]",0,0,0,0,"måndag: 09:00–18:00, tisdag: 09:00–18:00, onsdag: 09:00–18:00, torsdag: 09:00–18:00, fredag: 09:00–18:00, lördag: 10:00–16:00, söndag: 11:00–15:00","","google-places:lammgård"
hagalundstomater-ab-gardsbutik-tomat-sant,"Hagalundstomater AB Gårdsbutik Tomat & Sånt","","Ölvingstorp 911, 388 92 Ljungbyholm, Sverige","",Kalmar,56.6160929,16.0917274,http://www.hagalundstomater.se/,"070-393 10 29","","[""annat""]",1,0,0,0,"måndag: 07:00–17:00, tisdag: 07:00–17:00, onsdag: 07:00–17:00, torsdag: 07:00–17:00, fredag: 07:00–17:00, lördag: Stängt, söndag: Stängt","","google-places:lokal producent mat"
holmgrens-konditori,"Holmgrens konditori","","Kaggensgatan 5, 392 32 Kalmar, Sverige",Kalmar,Kalmar,56.6623868,16.363611,https://sv-se.facebook.com/holmgrenskonditori/,"0480-100 59","","[""bakat""]",0,0,0,0,"måndag: 09:00–18:00, tisdag: 09:00–18:00, onsdag: 09:00–18:00, torsdag: 09:00–18:00, fredag: 09:00–18:00, lördag: 09:30–16:00, söndag: Stängt","","google-places:gårdsbageri"
hossmo-gard-brollop-och-festlokal-vid-kalmar,"Hossmo gård – Bröllop och Festlokal vid Kalmar","","Hossmo Gård 140, 388 92 Hossmo, Sverige","",Kalmar,56.638729,16.222908,https://www.hossmogard.se/,"070-779 73 34","","[""annat""]",0,0,0,0,"","","google-places:lokal producent mat"
johannas-choklad,"Johannas Choklad","","Kaggensgatan 1, 392 31 Kalmar, Sverige",Kalmar,Kalmar,56.6619299,16.3640943,https://www.johannaschoklad.se/,"070-936 88 73","","[""bakat""]",0,0,0,0,"måndag: 11:00–18:00, tisdag: 11:00–18:00, onsdag: 11:00–18:00, torsdag: 11:00–18:00, fredag: 11:00–18:00, lördag: 11:00–16:00, söndag: 11:00–16:00","","google-places:gårdsbageri"
kls-ugglarps-ab,"KLS Ugglarps AB","","Södra Vägen 60, 392 45 Kalmar, Sverige",Kalmar,Kalmar,56.6651285,16.3337957,https://www.klsugglarps.se/,"0480-70 70 00","","[""kött""]",0,0,0,0,"måndag: 07:30–15:30, tisdag: 07:30–15:30, onsdag: 07:30–15:30, torsdag: 07:30–15:30, fredag: 07:30–15:30, lördag: Stängt, söndag: Stängt","","google-places:nötkött gård"
kalmar-kott-bar,"Kalmar Kött & Bar","","Larmgatan 2, 392 32 Kalmar, Sverige",Kalmar,Kalmar,56.6625017,16.3606304,https://kalmarkottochbar.se/,"0480-288 30","","[""kött""]",1,1,0,0,"måndag: 11:30–14:00, 17:00–22:00, tisdag: 11:30–14:00, 17:00–22:00, onsdag: 11:30–14:00, 17:00–23:00, torsdag: 11:30–14:00, 17:00–23:00, fredag: 11:30–14:00, 17:00–01:00, lördag: 12:00–01:00, söndag: Stängt","","google-places:gårdsrestaurang"
kalmar-kott-ab,"Kalmar Kött AB","","Norra Vägen 67A, 392 42 Kalmar, Sverige",Kalmar,Kalmar,56.6707518,16.3510273,http://kalmarkott.se/,"072-923 29 43","","[""kött""]",0,0,0,0,"måndag: 09:00–18:00, tisdag: 09:00–18:00, onsdag: 09:00–18:00, torsdag: 09:00–18:00, fredag: 09:00–18:00, lördag: 09:00–18:00, söndag: 10:00–17:00","","google-places:lammgård"
kalmar-musteri,"Kalmar Musteri","","Krafslösavägen 8A, 395 90 Kalmar, Sverige",Kalmar,Kalmar,56.7036303,16.3110839,http://www.kalmarmusteri.se/,"076-686 18 64","","[""vin""]",0,1,0,0,"","",google-places:musteri
kalmarbygdens-biodlare,"Kalmarbygdens Biodlare","","Oxhagen, 392 52 Kalmar, Sverige",Kalmar,Kalmar,56.6806635,16.3305213,https://sodra-kalmar.biodlarna.se/foreningar-i-distriktet/kalmarbygdens-biodlarforening/,"","","[""honung"",""grönsaker""]",0,0,0,0,"","",google-places:biodling
klackeberga-gard,"Kläckeberga Gård","","Krafslösavägen 25, 395 90 Kalmar, Sverige",Kalmar,Kalmar,56.706033,16.301819,https://www.klackeberga.se/,"070-816 55 91","","[""annat""]",1,1,0,0,"","","google-places:gårdscafé"
konditori-fiesta,"Konditori Fiesta","","Larmgatan 26, 392 32 Kalmar, Sverige",Kalmar,Kalmar,56.6634364,16.3610067,http://www.konditorifiesta.se/,"0480-860 42","","[""bakat""]",0,0,0,0,"måndag: 07:00–18:00, tisdag: 07:00–18:00, onsdag: 07:00–18:00, torsdag: 07:00–18:00, fredag: 07:00–18:00, lördag: 09:00–16:00, söndag: Stängt","","google-places:gårdsbageri"
kullz-nska-caf-et,"Kullzénska caféet","","Kaggensgatan 26, 392 32 Kalmar, Sverige",Kalmar,Kalmar,56.6638111,16.3626084,http://kullzenska.se/,"0480-288 82","","[""bakat""]",0,0,0,0,"måndag: 10:00–18:30, tisdag: 10:00–18:30, onsdag: 10:00–18:30, torsdag: 10:00–18:30, fredag: 10:00–18:30, lördag: 10:00–17:00, söndag: 12:00–16:30","","google-places:gårdsbageri"
kvarnholmsbryggeriet,Kvarnholmsbryggeriet,"","Frejagatan 1, 392 33 Kalmar, Sverige",Kalmar,Kalmar,56.6622764,16.3491786,http://kvarnholmsbryggeriet.se/,"","","[""öl"",""sprit""]",0,1,0,0,"måndag: 10:00–15:00, tisdag: 09:30–17:00, onsdag: Stängt, torsdag: Stängt, fredag: Stängt, lördag: Stängt, söndag: Stängt","",google-places:bryggeri
kvarteret-giraffen,"Kvarteret Giraffen","","Verkstadsgatan 2, 392 39 Kalmar, Sverige",Kalmar,Kalmar,56.6704989,16.3377162,https://www.giraffen.com/,"","","[""kött""]",0,0,0,0,"måndag: 06:00–23:00, tisdag: 06:00–23:00, onsdag: 06:00–23:00, torsdag: 06:00–23:00, fredag: 06:00–23:00, lördag: 06:00–23:00, söndag: 06:00–23:00","","google-places:viltuppfödare"
l-a-manilla,"L:a Manilla","","Bragegatan 1, 392 45 Kalmar, Sverige",Kalmar,Kalmar,56.6633828,16.3412856,https://www.lillamanilla.se/,"","","[""bakat""]",0,0,0,0,"måndag: Stängt, tisdag: 07:30–17:00, onsdag: 07:30–17:00, torsdag: 07:30–17:00, fredag: 07:30–23:00, lördag: 07:30–16:00, 17:00–23:00, söndag: Stängt","","google-places:gårdsbageri"
le-croissant-ben-jerry-s,"Le croissant Ben & Jerry´s","","Storgatan 9, 392 32 Kalmar, Sverige",Kalmar,Kalmar,56.6630461,16.361553,https://lecroissant.hitta.se/,"0480-213 10","","[""bakat""]",0,0,0,0,"måndag: 09:00–19:00, tisdag: 09:00–19:00, onsdag: 09:00–19:00, torsdag: 09:00–19:00, fredag: 09:00–20:00, lördag: 09:00–20:00, söndag: 09:00–19:00","","google-places:gårdsbageri"
lansstyrelsen-kalmar-lan,"Länsstyrelsen Kalmar län","","Regeringsgatan 1, 392 31 Kalmar, Sverige",Kalmar,Kalmar,56.6645801,16.3716272,http://www.lansstyrelsen.se/kalmar,"010-223 80 00","","[""kött""]",0,0,0,0,"måndag: 08:00–12:00, tisdag: 08:00–12:00, onsdag: 08:00–12:00, torsdag: 08:00–12:00, fredag: 08:00–12:00, lördag: Stängt, söndag: Stängt","","google-places:viltuppfödare"
mittlandsgarden,"Mittlandsgården","","Törnbottenvägen 68 B, 386 90 Färjestaden, Sverige","",Kalmar,56.6734284,16.5404529,http://www.mittlandsgarden.se/,"073-708 86 32","","[""mejeri"",""kött""]",0,0,0,0,"måndag: 10:00–17:00, tisdag: 10:00–17:00, onsdag: 10:00–17:00, torsdag: 10:00–17:00, fredag: 10:00–17:00, lördag: 10:00–14:00, söndag: Stängt","","google-places:gårdsmejeri"
mormors-brodbod-i-kalmar,"Mormors Brödbod i Kalmar","","Fiskaregatan 14, 392 32 Kalmar, Sverige",Kalmar,Kalmar,56.6642872,16.3614186,http://www.mormorsihamnen.se/,"076-144 44 63","","[""bakat""]",1,1,0,0,"måndag: Stängt, tisdag: 09:00–17:00, onsdag: 09:00–17:00, torsdag: 09:00–17:00, fredag: 09:00–17:00, lördag: 09:00–15:00, söndag: Stängt","","google-places:gårdscafé"
mormors-stenugnsbageri-kaffestuga-i-stora-ror-oland,"Mormors Stenugnsbageri & kaffestuga i Stora Rör, Öland","","hamnplan 9, 386 95 Färjestaden, Sverige","",Kalmar,56.7567797,16.5269165,http://www.mormorsihamnen.se/,"072-552 68 86","","[""bakat""]",1,1,0,0,"måndag: 10:00–16:00, tisdag: 10:00–16:00, onsdag: 10:00–16:00, torsdag: 10:00–16:00, fredag: 10:00–16:00, lördag: 09:00–16:00, söndag: 09:00–16:00","","google-places:gårdscafé"
nilsson-lindblom-frukt-gronsaker-ab,"Nilsson & Lindblom Frukt & Grönsaker AB","","Borgmästaregatan 13, 392 35 Kalmar, Sverige",Kalmar,Kalmar,56.6730966,16.3512782,http://www.nilssonlindblom.se/,"0480-156 40","","[""grönsaker""]",0,0,0,0,"måndag: 09:00–17:00, tisdag: 09:00–17:00, onsdag: 09:00–17:00, torsdag: 09:00–17:00, fredag: 09:00–17:00, lördag: 09:00–13:00, söndag: Stängt","",google-places:fruktodling
nordqvists-notkott,"Nordqvists Nötkött","","Skärlöv 115, 386 62 Mörbylånga, Sverige","Mörbylånga",Kalmar,56.4216611,16.554926,http://www.skarlov.se/,"073-427 27 28","","[""kött""]",0,0,0,0,"måndag: 09:00–18:00, tisdag: 09:00–18:00, onsdag: 09:00–18:00, torsdag: 09:00–18:00, fredag: 09:00–18:00, lördag: 09:00–18:00, söndag: 09:00–18:00","","google-places:nötkött gård"
norra-kyrkogarden-skogskyrkogarden,"Norra Kyrkogården/Skogskyrkogården","","Kungsgårdsvägen 2B, 392 37 Kalmar, Sverige",Kalmar,Kalmar,56.6757247,16.3454776,http://www.svenskakyrkan.se/kalmar/kyrkogarden/norra-kyrkogarden,"","","[""annat""]",0,0,0,0,"måndag: Öppet dygnet runt, tisdag: Öppet dygnet runt, onsdag: Öppet dygnet runt, torsdag: Öppet dygnet runt, fredag: Öppet dygnet runt, lördag: Öppet dygnet runt, söndag: Öppet dygnet runt","","google-places:ekogård"
nobble-gard-ab,"Nöbble Gård AB","","Nöbble Gård 110, 395 93 Rockneby, Sverige","",Kalmar,56.8149438,16.3472298,http://nobblegard.se/,"070-654 37 81","","[""annat"",""kött""]",0,0,0,0,"måndag: 07:00–20:00, tisdag: 07:00–20:00, onsdag: 07:00–20:00, torsdag: 07:00–20:00, fredag: 07:00–20:00, lördag: 07:00–20:00, söndag: 07:00–20:00","","google-places:lokal producent mat"
pipes-of-scotland-kalmar,"Pipes of Scotland Kalmar","","Östra Sjögatan 14, 392 32 Kalmar, Sverige",Kalmar,Kalmar,56.6642222,16.3666376,https://ligula.se/pipes-of-scotland-kalmar,"0480-49 69 09","","[""sprit""]",0,1,0,0,"måndag: 16:00–23:00, tisdag: 16:00–23:00, onsdag: 16:00–23:00, torsdag: 16:00–23:00, fredag: 16:00–01:00, lördag: 16:00–01:00, söndag: Stängt","",google-places:destilleri
rosenlundska-kallaren,"Rosenlundska Källaren","","Östra Sjögatan 3, 392 31 Kalmar, Sverige",Kalmar,Kalmar,56.663476,16.366996,http://rosenlundska.se/,"0480-869 35","","[""sprit""]",0,1,0,0,"måndag: Stängt, tisdag: 17:00–21:30, onsdag: 17:00–21:30, torsdag: 17:00–21:30, fredag: 17:00–22:00, lördag: 17:00–22:00, söndag: Stängt","",google-places:destilleri
rugstorps-lantgard-cafe-butik,"Rugstorps Lantgård Cafe & Butik","","Rugstorps Gård 115, 395 92 Rockneby, Sverige","",Kalmar,56.9298636,16.1622466,http://rugstorp.com/,"070-665 31 31","","[""annat""]",1,1,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: Stängt, lördag: 08:00–16:00, söndag: 13:00–16:00","","google-places:gårdscafé"
skalby-4h-gard,"Skälby 4H-gård","","Skälbyallén 5, 392 52 Kalmar, Sverige",Kalmar,Kalmar,56.6814523,16.3349855,https://www.4h.se/skalby/,"","","[""annat"",""kött""]",1,1,0,0,"måndag: Stängt, tisdag: 10:00–16:00, onsdag: 10:00–16:00, torsdag: 10:00–16:00, fredag: 10:00–16:00, lördag: 10:00–16:00, söndag: 10:00–16:00","","google-places:gårdscafé"
solmarka-gardsbutik,"Solmarka Gårdsbutik","","Arbygatan, 388 94 Vassmolösa, Sverige","",Kalmar,56.5693284,16.1371206,http://www.solmarka.se/,"","","[""annat"",""kött""]",1,1,0,0,"måndag: 10:30–18:00, tisdag: 10:30–18:00, onsdag: 10:30–18:00, torsdag: 10:30–18:00, fredag: 10:30–17:00, lördag: 10:00–14:00, söndag: Stängt","","google-places:gårdscafé"
stenso-hembageri,"Stensö Hembageri","","Stensövägen 23, 392 46 Kalmar, Sverige",Kalmar,Kalmar,56.6597666,16.3435821,https://m.facebook.com/stensohembageri/?ref=page_internal&mt_nav=1,"072-898 28 41","","[""bakat""]",1,1,0,0,"måndag: 07:00–17:00, tisdag: 07:00–17:00, onsdag: 07:00–17:00, torsdag: 07:00–17:00, fredag: 07:00–17:00, lördag: 07:00–11:30, söndag: 08:00–11:00","","google-places:gårdscafé"
svenska-jagareforbundet,"Svenska Jägareförbundet","","Propellervägen 35, 392 41 Kalmar, Sverige",Kalmar,Kalmar,56.6732302,16.2868948,https://jagareforbundet.se/syd/kalmar-lan/jagareforbundet-kalmar/,"","","[""kött""]",0,0,0,0,"","","google-places:viltuppfödare"
systembolaget,Systembolaget,"","Verkstadsgatan 6 D, 392 39 Kalmar, Sverige",Kalmar,Kalmar,56.6704212,16.3358693,https://www.systembolaget.se/butiker-ombud/0801,"0480-41 10 44","","[""sprit""]",0,1,0,0,"måndag: 10:00–20:00, tisdag: 10:00–20:00, onsdag: 10:00–20:00, torsdag: 10:00–20:00, fredag: 10:00–20:00, lördag: 10:00–15:00, söndag: Stängt","",google-places:destilleri
voxtorpsgarden-ab,"Voxtorpsgården AB","","Voxtorp 411, 388 96 Ljungbyholm, Sverige","",Kalmar,56.5320988,16.1410589,http://www.voxtorpsgarden.se/,"070-330 55 49","","[""annat""]",0,0,0,0,"måndag: 10:00–18:00, tisdag: 10:00–18:00, onsdag: 10:00–18:00, torsdag: 10:00–18:00, fredag: 10:00–18:00, lördag: 10:00–18:00, söndag: 10:00–18:00","","google-places:lokal producent mat"
vasterport-spa-bar-bistro,"Västerport Spa Bar Bistro","","Larmgatan 15, 392 32 Kalmar, Sverige",Kalmar,Kalmar,56.6639972,16.3604271,http://www.vasterportrelax.se/,"0480-234 64","","[""sprit""]",0,1,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: 16:00–00:00, torsdag: 16:00–00:00, fredag: 16:00–00:00, lördag: 16:00–00:00, söndag: Stängt","",google-places:destilleri
vasterslats-gardsbutik,"Västersläts Gårdsbutik","","Kläckebergavägen 141, 395 90 Kalmar, Sverige",Kalmar,Kalmar,56.7180025,16.3017833,http://vasterslat.se/,"0480-47 80 83","","[""annat"",""kött""]",1,0,0,0,"måndag: 07:00–19:00, tisdag: 07:00–19:00, onsdag: 07:00–19:00, torsdag: 07:00–19:00, fredag: 07:00–19:00, lördag: 07:00–19:00, söndag: 07:00–19:00","","google-places:gårdsbutik"
wirbladhs-gardshandel-smedby,"Wirbladhs Gårdshandel Smedby","","Ljungbyvägen 1, 394 70 Kalmar, Sverige",Kalmar,Kalmar,56.6733333,16.235,http://wirbladhs.se/,"0480-47 12 43","","[""annat"",""kött""]",1,0,0,0,"måndag: Stängt, tisdag: 09:30–17:30, onsdag: 09:30–17:30, torsdag: 09:30–17:30, fredag: 09:30–17:30, lördag: 09:30–14:00, söndag: Stängt","","google-places:gårdsbutik"
angsbackens-handelstradgard,"Ängsbackens Handelsträdgård","","Förlösa 517, 395 90 Kalmar, Sverige",Kalmar,Kalmar,56.7516681,16.2525175,http://www.angsbacken.se/,"070-574 48 47","","[""grönsaker""]",1,1,0,0,"måndag: 10:00–18:00, tisdag: 10:00–18:00, onsdag: 10:00–18:00, torsdag: 10:00–18:00, fredag: 10:00–18:00, lördag: 10:00–15:00, söndag: 10:00–15:00","","google-places:gårdscafé"
angol-ab,"Ängöl AB","","Polhemsgatan 30, 392 39 Kalmar, Sverige",Kalmar,Kalmar,56.6728176,16.3257802,http://angol.se/,"073-346 00 33","","[""öl""]",0,1,0,0,"måndag: 08:00–16:00, tisdag: 08:00–16:00, onsdag: 08:00–16:00, torsdag: 08:00–16:00, fredag: 08:00–16:00, lördag: Stängt, söndag: Stängt","",google-places:bryggeri
olands-kvalitetsprodukter-mysinge-kott,"Ölands Kvalitetsprodukter, Mysinge Kött","","102, 386 60 Bårby, Sverige","",Kalmar,56.5146713,16.4369812,https://www.olands-kvalitetsprodukter.se/,"070-680 40 03","","[""kött""]",0,0,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: 13:00–18:00, fredag: 13:00–18:00, lördag: Stängt, söndag: Stängt","","google-places:lokal producent mat"
olands-koksmejeri,"Ölands köksmejeri","","Alby 121, 380 62 Mörbylånga, Sverige","Mörbylånga",Kalmar,56.4819441,16.575021,http://www.olandskoksmejeri.se/,"","","[""mejeri""]",0,0,0,0,"måndag: 11:00–14:00, tisdag: Stängt, onsdag: 11:00–13:00, torsdag: 10:30–15:00, fredag: Stängt, lördag: Stängt, söndag: Stängt","","google-places:gårdsmejeri"
ortagubben,"Örtagubben","","Nybrogatan 41, 114 39 Stockholm, Sverige",Stockholm,Kalmar,59.3367399,18.0787991,http://www.ortagubben.se/,"073-987 64 35","","[""grönsaker""]",0,0,0,0,"måndag: 10:00–18:00, tisdag: 10:00–18:00, onsdag: 10:00–18:00, torsdag: 10:00–18:00, fredag: 10:00–18:00, lördag: 11:00–16:00, söndag: Stängt","","google-places:ekologisk gård"
barkhults-gard,"Barkhults Gård","","Barkhults Gård 2721, 343 91 Älmhult, Sverige","Älmhult",Kronoberg,56.526095,14.373162,http://www.barkhult.nu/,"0476-611 11","","[""annat"",""grönsaker""]",0,0,0,0,"måndag: 13:00–20:00, tisdag: 13:00–20:00, onsdag: 13:00–20:00, torsdag: 13:00–20:00, fredag: 13:00–20:00, lördag: 13:00–20:00, söndag: 13:00–20:00","","google-places:lokal producent mat"
benestad-bryggeri,"Benestad Bryggeri","","342 90 Alvesta, Sverige","",Kronoberg,56.8728718,14.545591,http://benestadbryggeri.se/home.html,"070-497 83 83","","[""öl""]",0,1,0,0,"","",google-places:bryggeri
bergqvara-gard-ab,"Bergqvara Gård AB","","Bergkvara Gård, 355 93 Växjö, Sverige","Växjö",Kronoberg,56.8683886,14.7235067,http://bergqvaragard.se/,"0470-669 14","","[""annat""]",1,1,0,0,"","","google-places:gårdsrestaurang"
blacksta-vingard-2,"Blacksta Vingård","","Blackstaby 1, 642 95 Flen, Sverige","",Kronoberg,58.9577552,16.6332825,https://blackstavingard.se/,"070-279 62 20","","[""vin""]",0,1,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: 09:00–17:00, torsdag: 09:00–17:00, fredag: 09:00–17:00, lördag: 09:00–17:00, söndag: Stängt","","google-places:vingård"
bolmen-fisk-ab,"Bolmen Fisk AB","","Kronogården gamla tomt 1, 341 75 Hamneda, Sverige","",Kronoberg,56.6996493,13.8369399,http://www.bolmenfisk.se/,"0372-501 80","","[""fisk""]",0,0,0,0,"måndag: 09:00–17:00, tisdag: 09:00–17:00, onsdag: 09:00–17:00, torsdag: 09:00–17:00, fredag: 09:00–17:00, lördag: 10:00–16:00, söndag: 10:00–16:00","","google-places:lokal producent mat"
bonnarps-hjortgard-veterinar-2,"Bonnarps Hjortgård & Veterinär","","Bonnarp 664, 264 53 Ljungbyhed, Sverige",Ljungby,Kronoberg,56.0742583,13.1892478,http://www.bonnarpshjort.se/,"0435-182 86","","[""kött""]",0,0,0,0,"måndag: 10:00–20:00, tisdag: 10:00–20:00, onsdag: 10:00–20:00, torsdag: 10:00–20:00, fredag: 10:00–20:00, lördag: 10:00–20:00, söndag: 10:00–20:00","","google-places:fårfarm"
broaskogs-gardsbutik-och-tradgardscaf,"Broaskogs gårdsbutik och trädgårdscafé","","Unnamed Road, 342 62, 342 62 Moheda, Sverige","",Kronoberg,57.0692815,14.5104094,http://www.broaskogsislandshastar.dinstudio.se/gallery_16.html,"070-215 66 75","","[""grönsaker""]",1,1,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: Stängt, lördag: 11:00–17:00, söndag: 11:00–17:00","","google-places:gårdscafé"
brod-sovel,"Bröd & Sovel","","Norrgatan 21, 352 31 Växjö, Sverige","Växjö",Kronoberg,56.8796797,14.8049429,http://www.pmrestauranger.se/sv/brod-sovel/,"0470-75 97 30","","[""bakat""]",1,1,0,0,"måndag: 07:30–18:00, tisdag: 07:30–18:00, onsdag: 07:30–18:00, torsdag: 07:30–18:00, fredag: 07:30–18:00, lördag: 08:00–16:00, söndag: Stängt","","google-places:gårdscafé"
cehlin-vingard-2,"Cehlin Vingård","","Torsebro byväg 66, 291 96 Kristianstad, Sverige","",Kronoberg,56.1037208,14.129115,http://www.cehlinvingard.se/,"","","[""vin""]",0,1,0,0,"","","google-places:vingård"
chapter-house,"Chapter House","","Klostergatan 7, 352 30 Växjö, Sverige","Växjö",Kronoberg,56.8785577,14.8070571,http://www.chapterhouse.se/,"0470-399 91","","[""öl""]",0,1,0,0,"måndag: Stängt, tisdag: 16:00–23:00, onsdag: 16:00–00:00, torsdag: 16:00–00:00, fredag: 15:00–01:00, lördag: 12:00–01:00, söndag: Stängt","",google-places:bryggeri
ekenas-hantverksbageri,"Ekenäs Hantverksbageri","","Stånguddegatan 6, 388 96 Ljungbyholm, Sverige",Ljungby,Kronoberg,56.5120626,16.1826867,http://www.ekenashantverksbageri.se/,"076-866 60 37","","[""bakat""]",0,0,0,0,"","","google-places:gårdsbageri"
elisabeths-tradgard-restaurang-caf,"Elisabeths Trädgård Restaurang & Café","","Grimslöv Gamla Smedjan, 342 55 Grimslöv, Sverige","",Kronoberg,56.7769975,14.5913749,http://www.husebybruk.se/,"0470-75 21 31","","[""grönsaker""]",1,1,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: Stängt, lördag: Stängt, söndag: 11:00–15:00","","google-places:gårdsrestaurang"
flyinge-vingard-3,"Flyinge Vingård","","Flyinge 802, 247 93 Flyinge, Sverige","",Kronoberg,55.7423186,13.3375905,http://www.flyingevingard.com/,"","","[""vin""]",0,1,0,0,"","","google-places:vingård"
folaboda-musteri-destilleri,"Folaboda Musteri & Destilleri","","Folaboda Gård, Fålaboda 3, 362 95 Urshult, Sverige","",Kronoberg,56.5677837,14.7692235,https://folaboda.com/,"070-722 32 45","","[""vin"",""sprit""]",0,1,0,0,"måndag: 11:00–18:00, tisdag: 11:00–18:00, onsdag: 11:00–18:00, torsdag: 11:00–20:00, fredag: 11:00–20:00, lördag: 11:00–20:00, söndag: 11:00–18:00","",google-places:musteri
framtidsgarden-sjalvplock-av-ekologiska-bar,"Framtidsgården självplock av ekologiska bär","","BRUNNSBERG 3, 341 77 Agunnaryd, Sverige","",Kronoberg,56.780165,14.1631806,http://www.framtidsgarden.com/,"070-356 11 31","","[""grönsaker""]",1,0,0,0,"","","google-places:självplock"
granngarden-vaxjo,"Granngården Växjö","","Marketenterivägen 25, 352 36 Växjö, Sverige","Växjö",Kronoberg,56.877988,14.766959,https://www.granngarden.se/butiker/vaxjo,"","","[""annat""]",0,0,0,0,"måndag: 10:00–19:00, tisdag: 10:00–19:00, onsdag: 10:00–19:00, torsdag: 10:00–19:00, fredag: 10:00–19:00, lördag: 10:00–17:00, söndag: 10:00–17:00","","google-places:lokal producent mat"
grasljunga-gardsprodukter-3,"Gräsljunga Gårdsprodukter","","1405, 283 95 Visseltofta, Sverige","",Kronoberg,56.4433436,13.8948732,https://www.grasljunga.se/,"070-833 09 19","","[""annat""]",0,0,0,0,"måndag: 08:00–20:00, tisdag: 08:00–20:00, onsdag: 08:00–20:00, torsdag: 08:00–20:00, fredag: 08:00–20:00, lördag: 08:00–20:00, söndag: 08:00–20:00","","google-places:lokal producent mat"
gastgivaregarden,"Gästgivaregården","","Bolmstadsvägen 1, 341 35 Ljungby, Sverige",Ljungby,Kronoberg,56.8332709,13.93182,http://www.gastgivaregarden.org/,"0372-127 50","","[""annat""]",1,1,0,0,"måndag: 11:30–14:00, tisdag: 11:30–14:00, onsdag: 11:30–14:00, torsdag: 11:30–14:00, fredag: 11:30–14:00, lördag: 12:00–14:30, söndag: Stängt","","google-places:gårdsrestaurang"
gardsbutik-med-fokus-pa-notkott-hagshultskossornas-kopensionat-2,"Gårdsbutik med fokus på nötkött - Hagshultskossornas Kopensionat","","Gräshult 2, 568 93 Skillingaryd, Sverige","",Kronoberg,57.3298369,14.1700153,https://hagshult.se/,"070-990 00 35","","[""kött""]",1,0,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: 11:00–17:00, lördag: 11:00–14:00, söndag: Stängt","","google-places:lokal producent mat"
gardsby-agg,"Gårdsby ägg","","Gårdsby, 355 92 Växjö, Sverige","Växjö",Kronoberg,56.9517443,14.9193479,https://gardsbyagg.se/,"0470-611 74","","[""annat""]",1,0,0,0,"måndag: 07:00–20:00, tisdag: 07:00–20:00, onsdag: 07:00–20:00, torsdag: 07:00–20:00, fredag: 07:00–20:00, lördag: 07:00–20:00, söndag: 07:00–20:00","","google-places:gårdsförsäljning"
hagalundstomater-ab-gardsbutik-tomat-sant-2,"Hagalundstomater AB Gårdsbutik Tomat & Sånt","","Ölvingstorp 911, 388 92 Ljungbyholm, Sverige",Ljungby,Kronoberg,56.6160929,16.0917274,http://www.hagalundstomater.se/,"070-393 10 29","","[""annat""]",0,0,0,0,"måndag: 07:00–17:00, tisdag: 07:00–17:00, onsdag: 07:00–17:00, torsdag: 07:00–17:00, fredag: 07:00–17:00, lördag: Stängt, söndag: Stängt","","google-places:ekogård"
hembygdsgarden-sjovillan-i-aby,"Hembygdsgården Sjövillan i Åby","","Dammvägen 4, 363 34 Tjureda, Sverige","",Kronoberg,57.0272984,14.7805985,http://www.tjuredahembygdsforening.se/,"","","[""annat""]",1,1,0,0,"","","google-places:gårdscafé"
hallakra-vingard-3,"Hällåkra Vingård","","Hällåkravägen 47, 231 72 Anderslöv, Sverige","",Kronoberg,55.465004,13.3626814,http://www.hallakra.com/,"0410-280 00","","[""vin""]",0,1,0,0,"","","google-places:vingård"
